id,símbolo,nombre,precio_usd,market_cap_usd,volumen_24h_usd,variación_24h_pct
donablock,dobo,DonaBlock,0.051436,0.0,49715.0,0.06027
data-trade-token,dtt,Data Trade Token,0.00999116,0.0,44.27,
tangible,tngbl,Tangible,0.26317,0.0,1.026,
token-engineering-commons,tec,Token Engineering Commons,0.130216,0.0,79.73,-7.32059
tale,tale,TALE,5.27e-06,0.0,2.78,0.00152
day-by-day,dbd,Day By Day,0.00112514,0.0,19925.86,0.09092
manta-mbtc,mbtc,Manta mBTC,108073.0,0.0,246.24,0.44062
dewy,dewy,DEWY,2.683e-05,0.0,58.24,
threefold-token,tft,ThreeFold,0.00471579,0.0,4844.15,-2.07566
meblox-protocol,meb,Meblox Protocol,0.00069238,0.0,1.29,
d-acc,d/acc,d/acc,1.756e-05,0.0,2804.08,-3.57543
tanuki-launchpad,tanupad,Tanuki Launchpad,9.74e-06,0.0,3.04,
dogecoin20,doge20,Dogecoin20,6.5e-06,0.0,46200.0,15.16306
test-2,test,Test,0.00296027,0.0,1599233.0,3.85826
daumenfrosch-2,daumen,daumenfrosch,3.2407e-08,0.0,737.05,
paideia,pai,Paideia,0.00164953,0.0,0.0,0.0
dexbet,dxb,Dexbet,0.01149901,0.0,246.27,2.43022
dilly,dilly,Dilly,2.135e-05,0.0,962.15,-11.32679
tokuda,tkd,TOKUDA,2.71e-07,0.0,13.27,
crystal-erc404,crystal,Crystal,40.24,0.0,4.02,
paparazzi-token,paparazzi,Paparazzi Token,0.00103257,0.0,353352.0,-0.59369
maneko-pet,mp,Maneko Pet,0.00063039,0.0,68.8,0.91116
delta-financial,delta,Delta Financial,0.639855,0.0,2897.7,2.28859
mami,mami,Mami,3.28e-05,0.0,31.41,0.08108
sunnysideup,ssu,SunnySideUp,0.00133047,0.0,52.52,3.6806
takamaka-green-coin,tkg,Takamaka,1.4,0.0,0.01000152,
oracul-analytics,orcl,Oracul Analytics,0.810494,0.0,402913.0,0.72623
delphibets,dph,DELPHIBETS,0.00173873,0.0,214.68,-13.69561
dai-reflections,drs,DAI Reflections,5.8954e-08,0.0,1.67,
surrealverse,azee,SurrealVerse,0.00011559,0.0,14.61,
suvereno,suv,Suvereno,5.904e-05,0.0,1.18,
pantos,pan,Pantos,0.074795,0.0,33.06,
thundercore-bridged-tt-wbnb-thundercore,tt-wbnb,ThunderCore Bridged TT-WBNB (ThunderCore),658.3,0.0,1711.68,1.29797
cryptotem,totem,Cryptotem,5.106e-05,0.0,7.79,
superseed-bridged-weth-superseed,weth,Superseed Bridged WETH (Superseed),2503.49,0.0,473647.0,2.80986
susdai,susdai,sUSDai,1.018,0.0,13749.97,0.00347
danzo,danzo,Danzo,4.09e-06,0.0,553.78,5.11915
diminutive-coin,dimi,Diminutive Coin,0.727323,0.0,9.72,
surge-2,srg,SURGE,0.00983095,0.0,7.37,-1.70533
terrausd-wormhole,ust,TerraUSD (Wormhole),0.01201741,0.0,8748.36,23.57754
digika,dgk,DIGIKA,0.01500369,0.0,0.97344,
dan,dan,DAN,4.7921e-07,0.0,2.6,
daddy-doge,daddydoge,Daddy Doge,5.151e-09,0.0,33.32,0.73366
superwalk-walk,walk,SuperWalk WALK,0.02613238,0.0,1615.32,-3.33782
textopia,txt,Textopia,0.00409778,0.0,10.56,
papa-bear-2,papa,PAPA BEAR,0.071255,0.0,4.83,
mantra-bridged-usdc-mantra,usdc,Mantra Bridged USDC (Mantra),0.999902,0.0,20921.0,0.01016
mech-master,mech,Mech Master,0.000471,0.0,24.52,
dons,dons,The Dons,3.415e-05,0.0,1.11,1.50019
dog-on-moon,moon,Dog on Moon,7.623e-05,0.0,1.71,-0.69488
superflare,superflr,SuperFlare,8.7323e-07,0.0,2.46,1.64046
maker,mkr,Maker,1981.94,0.0,65152695.0,-0.28417
sunny-aggregator,sunny,Sunny Aggregator,2.05e-06,0.0,0.078171,
oracle-finance-network,onf,Oracle Finance Network,80.1,0.0,11610168.0,0.05419
optimus,optcm,Optimus,0.00062621,0.0,158.08,
mandala-exchange-token,mdx,Mandala Exchange,0.00079403,0.0,2.2,
dcai,dcai,DCAI,3.92,0.0,75342.0,3.43898
tesseract,t4d,Tesseract,0.967361,0.0,190583.0,0.20495
opyn-squeeth,osqth,Opyn Squeeth,80.84,0.0,2.78,2.69659
mcverse,mcv,MCVERSE,6.818e-05,0.0,50.92,2.89825
papa-on-sol,papa,PAPA on SOL,6.07e-06,0.0,2.65,
digiverse-2,digi,DIGIVERSE,0.01139192,0.0,24.53,
dexter-exchange,dextr,DeXter,0.00163881,0.0,14.03,
oracleswap,oracle,OracleSwap,8.55e-05,0.0,1.28,1.10627
davidcoin,dc,DavidCoin,1.41e-06,0.0,6167.23,0.00527
medicalveda,mveda,MedicalVeda,0.00118538,0.0,12.0,
davincigraph,davinci,Davincigraph,0.00688574,0.0,4986.28,2.18018
mantle-inu,minu,Mantle Inu,0.00019397,0.0,4.19,
delrey-inu,delrey,Delrey Inu,0.04306663,0.0,3.22,
supermarioporsche911inu,silkroad,SuperMarioPorsche911Inu,4.5411e-11,0.0,2.48,2.77392
padre,padre,Padre,0.08598,0.0,95749.0,1.57864
mantle-bridged-wsteth-mantle,wsteth,Mantle Bridged wstETH (Mantle),2900.42,0.0,124.79,2.5199
deez-nuts-sol,nuts,Deez Nuts,0.02086643,0.0,545.27,10.5167
papa-doge,papadoge,Papa Doge,1.35376e-07,0.0,2.66,1.71449
talentido,tal,TalentIDO,0.00218827,0.0,6559.71,-0.2261
pacific,paf,Pacific,9.002e-05,0.0,56482.0,
danjuan-scroll-cat,cat,Danjuan Scroll Cat,1.78094e-07,0.0,1.19,
dogpad-finance,dogpad,DogPad Finance,7.6284e-08,0.0,1.97,
make-fun,mf,Make Fun,0.0053195,0.0,4.68,
superseed-bridged-usdc-superseed,usdc,Superseed Bridged USDC (Superseed),0.998964,0.0,491882.0,-0.08363
oracle-meta-technologies,omt,Oracle Meta Technologies,0.01455182,0.0,53042.0,-0.88368
mechachain,$mecha,Mechanium,0.0015837,0.0,2.59,
doggo,doggo,DOGGO,1.037e-09,0.0,64872.0,-10.72489
teratto,trcon,TERATTO,0.125294,0.0,38257.0,0.08074
doggensnout,doggs,Doggensnout,7.002e-05,0.0,180.76,4.69305
major,major,MAJOR,0.17614,0.0,7435554.0,-2.72998
tesla-xstock,tslax,Tesla xStock,327.49,0.0,81567.0,-0.73388
dave-coin,$dave,Dave Coin,1.6061e-10,0.0,1.027,
token-teknoloji-a-s-euro,eurot,Token Teknoloji A.Ş. EURO,1.18,0.0,10053.06,0.57106
terran-coin,trr,Terran Coin,0.00212284,0.0,117191.0,4.42872
makerx,mkx,MakerX,0.02410685,0.0,142.48,6.62674
texan,texan,Texan,2.92524e-07,0.0,385.82,13.00537
dinari-meta-dshare,meta.d,Dinari META,736.53,0.0,0.0,1.07571
thing,thing,Thing,1.8924e-08,0.0,11.41,
din,din,DIN,0.058334,0.0,917468.0,-7.28392
mamba,mamba,Mamba,3.444e-05,0.0,33.87,0.44822
dewn,dewn,Dewn,1.798e-05,0.0,9.55,
devvio,devve,Devvio,0.534521,0.0,43258.0,-3.15261
oracle-cat,oracle,Oracle Cat,7.28e-06,0.0,10.47,
doginwotah,water,doginwotah,2.057e-05,0.0,42.26,
thoreum-v2,thoreum,Thoreum V3,5762.8,0.0,92.29,
dat-boi,waddup,Dat Boi,1.224e-05,0.0,12.59,
davinci,wtf,DaVinci,13.12,0.0,3.9,-1.90701
term-finance,term,Term Finance,0.428942,0.0,292.74,-0.19265
make-ethereum-great-again,$mega,Make Ethereum Great Again,8.298e-11,0.0,245.19,7.56333
swag-coin,swag,swag coin,0.00516738,0.0,10737.89,-15.73597
tails-2,tails,Tails,0.00445425,0.0,3.22,2.28305
the-wonders,boom,BOOM,0.156299,0.0,43425.0,2.88028
token-teknoloji-a-s-ons-gold,onsg,Token Teknoloji A.Ş. ONS Gold,3315.77,0.0,10486.23,0.41971
defi-agents-ai,defai,DeFi Agents AI,0.00013227,0.0,296.43,-4.61507
dongdaemun-token,ddmt,Dongdaemun Token,0.00607241,0.0,61759.0,
texitcoin,txc,TEXITcoin,1.29,0.0,60201.0,-5.02764
token-s,s,Token S,0.00277412,0.0,367.99,3.71192
suzuverse,sgt,AI Avatar,0.108009,0.0,280906.0,5.34183
opulence,opulence,OPULENCE,0.00326273,0.0,2885.54,0.00184
meconcash,mch,Meconcash,0.02037834,0.0,101172.0,0.03122
owners-casino-online,oco,Owners Casino Online,2.24e-06,0.0,49.13,1.95105
mai-kava,mimatic,MAI (Kava),0.126504,0.0,1.38,
dongo-ai,dongo,Dongo AI,7.949e-05,0.0,10.67,-0.93111
tetra,tetrap,TETRA,9.561e-05,0.0,572.63,11.19379
majo,majo,Majo,0.00446156,0.0,57923.0,5.13987
tokai,tok,Tokai,6.993e-05,0.0,57653.0,-1.45088
dancing-baby,baby,Dancing Baby,0.00057497,0.0,31.29,2.85583
superfans-tech,fan,SuperFans.Tech,0.00143723,0.0,123.18,-0.33283
tomarket,toma,Tomarket,7.08118e-07,0.0,121204.0,-0.13756
tokencard,tkn,Monolith,0.03359868,0.0,4.04,-2.3023
demr,dmr,DeMR,7.03132e-07,0.0,16817.69,
dexa-coin,dexa,DEXA COIN,2.78e-06,0.0,16256.42,-23.46519
dawg-coin,dawg,Dawg Coin,0.00012766,0.0,94.49,-1.84205
tg20-tgram,tgram,TG20 TGram,2.5531e-07,0.0,172.93,-9.3308
mdex-bsc,mdx,Mdex (BSC),0.00153917,0.0,1134.61,-0.78405
toku,toku,Toku,1.44161e-07,0.0,1.41,2.19265
tokyo,tokc,Tokyo Coin,3.187e-05,0.0,0.00513273,
cryptotwitter,ct,CryptoTwitter,1.05537e-10,0.0,29.53,
digital-bank-of-africa,dba,Digital Bank of Africa,0.01028464,0.0,1.25,
tert,tert,Tert,4.56e-06,0.0,1.23,
panties,panties,PANTIES,0.00012886,0.0,76.78,0.14014
depintech,depin,Depintech,5.77078e-07,0.0,348.84,12.04208
dai-on-pulsechain,dai,DAI on PulseChain,0.00411691,0.0,1907410.0,14.54748
davinci-coin-2,dcoin,DaVinci Coin,0.400014,0.0,364.98,
mecca,mea,MECCA,0.02444281,0.0,45648.0,1.15981
dignity-gold-2,digau,Dignity Gold,5.44,0.0,38456.0,1.00058
doggy,doggy,Doggy,0.00014852,0.0,4.46,0.68484
doggacoin,dogga,Doggacoin,1.52544e-07,0.0,37.34,
crypto-valleys-yield-token,yield,Crypto Valleys YIELD Token,0.00022124,0.0,1.46,
dank,dank,Dank,1.25e-06,0.0,76.07,3.60763
dai-pulsechain,dai,Bridged DAI (PulseChain),1.004,0.0,2770963.0,0.06469
csr,csr,CSR,0.0050057,0.0,1925.4,-15.1667
digitalcoin,dgc,Digitalcoin,0.0020191,0.0,0.062538,
mdbl,mdbl,MDBL,0.00014685,0.0,17.9,1.08918
dongcoin,dong,DongCoin,6.5129e-11,0.0,3.37,
deficonnect-v2,dfc,DefiConnect V2,1.75e-06,0.0,1.05e-05,
token-teknoloji-a-s-ons-silver,onss,Token Teknoloji A.Ş. ONS Silver,36.4,0.0,14246.69,-0.38528
toly,toly,Toly,1.883e-05,0.0,1.96,
dogezilla-2,zilla,DogeZilla,1.8255e-08,0.0,9.95,
page,page,Page,0.00077103,0.0,2.49398e-07,-2.71921
token-teknoloji-a-s-usd,usdot,Token Teknoloji A.Ş. USD,0.999254,0.0,2322.77,0.06203
dogggo,dogggo,Dogggo,0.00031314,0.0,17.5,1.23452
dogs-rock,dogsrock,Dogs Rock,1.204e-12,0.0,5.87,
delnorte-club-token,dtvc,DelNorte Club Token,0.00717097,0.0,41654.0,-34.8163
donk,donk,DONK,2.55462e-10,0.0,1.15,3.67636
dexhunter,hunt,Dexhunter,0.04782043,0.0,1535.69,2.18667
cswap,cswap,CSWAP,0.00216363,0.0,8166.5,2.40042
nioctib,nioctib,nioctiB,0.00100597,0.0,2.71,
zuzalu,zuzalu,zuzalu,1.563e-09,0.0,2.61,0.66802
paidwork-worken,work,Paidwork Worken,0.00021448,0.0,240.6,-0.12974
angryb,anb,Angryb,6.32181e-07,0.0,600.68,-0.00596
animalia,anim,Animalia,0.00054844,0.0,1.74,-0.03377
oracler-ai,oracler,Oracler AI,0.00081577,0.0,9336.49,3.08284
epoch,epoch,Epoch,3.207e-05,0.0,38515.0,26.78808
one-share,ons,One Share,1.2,0.0,59050.0,21.14424
mound-token,mnd,Mound,0.02501716,0.0,3.95,1.35461
fluffys,fluff,Fluffys,0.00100813,0.0,198769.0,5.00098
eurite,euri,Eurite,1.18,0.0,10128599.0,0.53432
zuzalu-inu,zuzalu,Zuzalu Inu,0.00017436,0.0,1960.2,-1.71016
fastlane,lane,Fastlane,0.01007735,0.0,605.21,15.0403
flowmatic,fm,Flowmatic,0.02330695,0.0,300.11,3.21571
anchored-coins-eur,aeur,Anchored Coins AEUR,1.15,0.0,44450.0,5.50543
firebot,fbx,FireBot,0.411097,0.0,2630.45,2.97141
nanometer-bitcoin,nmbtc,NanoMeter Bitcoin,2.7822e-08,0.0,21.0,1.67794
orang,orang,Orang,2.432e-08,0.0,37.27,
facebook-tokenized-stock-defichain,dfb,Facebook Tokenized Stock Defichain,48.88,0.0,28.07,
nihao,nihao,Nihao,9.157e-11,0.0,2.01,
moto-dog,tobi,MOTO DOG,1.244e-05,0.0,166.78,4.65233
opta-global,opta,OPTA Global,1.73e-06,0.0,40.74,
nana-coin,nana,NANA Coin,0.00197989,0.0,1077.23,
niifi,niifi,NiiFi,0.00052716,0.0,258.95,
mother-of-memes-2,haha,Mother of Memes,8.3239e-11,0.0,3.15,0.42848
equilibrium,eq,Equilibrium Games,0.01638152,0.0,1031.66,4.07017
moss-carbon-credit,mco2,Moss Carbon Credit,0.106781,0.0,62.62,-11.23938
energy-token,nrg,Energy Token,1.58e-06,0.0,13.77,-0.69588
papi-eth,papi,PAPI (ETH),2.3348e-08,0.0,73.55,
morpher,mph,Morpher,0.01283669,0.0,54718.0,4.05613
apin-pulse,apc,Apin Pulse,2.08e-06,0.0,225.48,8.71241
mouse-in-pasta,stuck,Mouse In Pasta,7.44e-06,0.0,65.58,
octopus-protocol,ops,Octopus Protocol,5.203e-05,0.0,12.43,
neural-tensor-dynamics,ntd,Neural Tensor Dynamics,0.00080897,0.0,16.55,
flochi,flochi,Flochi,1.82044e-10,0.0,16.93,
ocavu-network,ocavu,Ocavu Network,0.00011414,0.0,2.77,
nikepig,nikepig,Nikepig,0.00183082,0.0,51334.0,0.68964
equalizer-base,scale,Equalizer (BASE),0.0167709,0.0,110.83,2.55388
eq9-2,eq9,EQ9,0.00451996,0.0,65650.0,-23.68165
fantom-bridged-wbtc-fantom,wbtc,Fantom Bridged WBTC (Fantom),1681.58,0.0,359.76,1.00596
nirmata,nir,Nirmata,0.01525791,0.0,5.8,-7.31294
equinox-ai,equinox,EQUINOX AI,0.135266,0.0,13034.36,10.34671
apollo-3,apollo,Apollo,31.69,0.0,6.15,0.38035
andrea-von-speed,vonspeed,Andrea Von Speed,8.059e-05,0.0,448.52,4.18345
evai-2,ev,Evai,0.00475234,0.0,71.68,0.51017
oceanfi,ocf,OceanFi,0.067019,0.0,197.89,-4.54167
orange-2,orng,ORANGE,0.00636604,0.0,58579.0,-2.74233
movement-bridged-wbtc-movement,wbtc.e,Movement Bridged WBTC (Movement),108171.0,0.0,6137.68,-0.29472
zkdoge,zkdoge,zkDoge,3.41e-06,0.0,4.88,3.33058
netsis,net,Netsis,5.302e-05,0.0,6.0,
early,early,EarlyFans,0.00039655,0.0,163.13,-1.98983
flovatar-dust,fdust,Flovatar Dust,0.00017929,0.0,0.096032,0.50652
first-grok-ai,grok,First GROK AI,2.49208e-07,0.0,38.71,
neurowebai,neuro,NeuroWeb,0.01612633,0.0,141315.0,1.53684
egg-n-partners,eggt,Egg N Partners,0.28115,0.0,3.0,
optical-bitcoin,obtc,Optical Bitcoin,0.00215211,0.0,28.78,-0.31096
elon-goat,egt,Elon GOAT,1.76e-05,0.0,2107.29,2.52112
firsthare,firsthare,FirstHare,0.0,0.0,4.06,
option-panda-platform,opa,Option Panda Platform,1.2e-05,0.0,14995.68,
onez,onez,ONEZ,0.876181,0.0,36.44,
optim-oada,oada,Optim OADA,0.559866,0.0,57.92,17.46569
nightverse-game,nvg,NightVerse Game,0.00087301,0.0,60034.0,-9.72008
eeyor,eeyor,Eeyor,3.4743e-08,0.0,84.66,
movement-bridged-usdt-movement,usdt.e,Movement Bridged USDT (Movement),1.0,0.0,134726.0,0.20408
obi-real-estate,obicoin,OBI Real Estate,0.01056132,0.0,162892.0,0.30586
p2p-solutions-foundation,p2ps,P2P solutions foundation,225.19,0.0,3729629.0,3.16128
naka-bodhi-token,nbot,Naka Bodhi,0.00440855,0.0,54999.0,16.89429
onion,onon,ONION,2.5284e-08,0.0,51885.0,
eng-crypto,eng,Eng Crypto,5.01e-06,0.0,0.0004851,
oracle-bot,oracle,Oracle.Bot,0.01239059,0.0,2.42,
ninapumps,nina,NinaPumps,3.45066e-07,0.0,29.5,1.60611
ankr-reward-earning-matic,ankrmatic,Ankr Staked MATIC,0.22669,0.0,110.47,7.20478
zzz,zzz,GoSleep ZZZ,0.0001751,0.0,13.13,
neuracat,ncat,Neuracat,1.77998e-07,0.0,5.38,1.75475
nevacoin,neva,NevaCoin,0.584573,0.0,4759396.0,3.60859
apollo-ftw,ftw,Apollo FTW,0.00065455,0.0,3.68,
nautilus-network,ntl,Nautilus Network,6e-05,0.0,1.063,0.00159
fatality-coin,fatality,Fatality Coin,0.00954034,0.0,3895.93,-1.21238
movement-bridged-usdc-movement,usdc.e,Movement Bridged USDC (Movement),0.999741,0.0,127076.0,0.1536
nuit,nuit,nuit,0.0102599,0.0,2877406.0,-6.0854
papparico-finance-token,ppft,Papparico Finance Token,4.08e-06,0.0,606.15,-4.38584
arcadeum,arc,Arcadeum,0.01892748,0.0,31.04,3.30335
one-hundred-million-inu,ohmi,One Hundred Million Inu,0.00085948,0.0,34.41,-0.02204
movement-bridged-weth-movement,weth.e,Movement Bridged WETH (Movement),2514.49,0.0,84032.0,3.41744
nagaya,ngy,NAGAYA,0.989379,0.0,10536.46,-3.10368
npcs-ai,xnpcs,NPCS AI,0.00103497,0.0,8821.01,-5.12792
moveapp,move,MoveApp,0.00026606,0.0,1685.71,-3.35355
elon-s-cat,catme,Elon's Cat,0.0,0.0,414.79,-95.93652
erable,era,Erable°,0.00092059,0.0,128.6,0.97255
navy-seal,navyseal,Navy seal,2.46e-06,0.0,1.9,
nugget-rush,nugx,Nugget Rush,0.00031585,0.0,53.49,-0.43187
pawstars,paws,PawStars,1.9654e-08,0.0,4.22,
nim-network,nim,Nim Network,0.00258055,0.0,4.65,
fantomsonicinu-2,fsonic,Fantomsonicinu,0.00078109,0.0,1703.84,1.56392
animal-concerts-token,anml,Animal Concerts,1.438e-05,0.0,63416.0,4.00793
one,one,One,0.00050106,0.0,64110.0,0.80627
elixir-token,elix,Elixir Games,0.00358625,0.0,184493.0,-2.21291
numa,numa,Numa,0.229931,0.0,259.23,0.8273
etuktuk,tuk,eTukTuk,1.616e-05,0.0,72.5,2.3573
patton,patton,Patton,1.31329e-07,0.0,46921.0,3.40735
octorand,octo,Octorand,0.00773969,0.0,0.594532,1.4018
octopuswallet,ocw,OctopusWallet,0.000264,0.0,11.72,
zkgun,zkgun,zkGUN,0.00041724,0.0,1.27,
z-z-z-z-z-fehu-z-z-z-z-z,ᚠ,Z•Z•Z•Z•Z•FEHU•Z•Z•Z•Z•Z,0.870119,0.0,57567.0,-6.44782
elon-2024,elon2024,ELON 2024,2.11e-12,0.0,1.49,
nirvana-chain,nac,Nirvana Chain,0.140016,0.0,135641.0,3.70553
ezkalibur,sword,eZKalibur,0.01543414,0.0,2.96,-0.90296
apetardio,apetardio,Apetardio,0.00014342,0.0,568.76,0.10488
ents,ents,Ents,0.00013942,0.0,266.47,1.65662
enegra,egx,Enegra,190.93,0.0,109217.0,0.19494
nana-token,nana,NANA Token,8.636e-05,0.0,61.86,1.0289
era7,era,Era7,0.00055434,0.0,166.36,
anima,anima,ANIMA,0.00039934,0.0,45.63,0.78372
niobio-cash,nbr,Niobio,0.0044156,0.0,6.55,-18.18503
fanzee-token,fnz,Fanzee Token,8.385e-05,0.0,3.23,1.29091
octaplex-network,plx,Octaplex Network,1.28,0.0,144.71,
naxion,nxn,Naxion,0.069309,0.0,25811.0,-0.99812
paideia,pai,Paideia,0.00164953,0.0,0.0,0.0
paparazzi-token,paparazzi,Paparazzi Token,0.00103257,0.0,353352.0,-0.59369
fink-different,fink,fink,2.084e-05,0.0,198.14,2.64704
ankr-staked-flow,ankrflow,Ankr Staked FLOW,0.353183,0.0,447.82,0.75339
morpheus,morph,Morpheus,3.77356e-07,0.0,2372.9,0.51566
oracul-analytics,orcl,Oracul Analytics,0.810494,0.0,402913.0,0.72623
namecoin,nmc,Namecoin,1.14,0.0,4575.03,-0.12286
pantos,pan,Pantos,0.074795,0.0,33.06,
epics-token,epct,Epics Token,0.01404845,0.0,4281.32,-3.10388
fluidtokens,fldt,FluidTokens,0.158865,0.0,84043.0,6.12636
odung,derp,oDung,3.9e-06,0.0,3.12,
ocvcoin,ocv,Ocvcoin,0.00034371,0.0,6.53,
nulink-2,nlk,NuLink,0.00368121,0.0,87070.0,1.07604
angle-staked-agusd,stusd,Angle Staked USDA,1.13,0.0,625.5,
egaz,egaz,EGAZ,0.0014003,0.0,5.6,0.00836
moth,møth,MOTH,0.00027067,0.0,13.48,
apex-4,ap3x,APEX,0.114015,0.0,99573.0,-0.25958
mork-2,mork,MORK,0.00105793,0.0,305.57,4.2146
nettensor,nao,Nettensor,0.00224285,0.0,2.84,0.52023
nucypher,nu,NuCypher,0.056584,0.0,866.27,0.23859
papa-bear-2,papa,PAPA BEAR,0.071255,0.0,4.83,
pats,pats,Pats,1.78e-05,0.0,106.3,
eric-the-goldfish,eric,Eric the Goldfish,1.889e-05,0.0,1.33,
zkhive,zkhive,zkHive,0.00091088,0.0,27.13,
onedex-rone,rone-bb2e,OneDex rONE,0.00053706,0.0,344.9,10.63659
eos-stable-coin,escc,EOS Stable Coin,3.43e-06,0.0,8461.53,
oracle-finance-network,onf,Oracle Finance Network,80.1,0.0,11610168.0,0.05419
optimus,optcm,Optimus,0.00062621,0.0,158.08,
fluidity,fly,Fluidity,0.00491322,0.0,121.99,0.10355
neutroswap,neutro,Neutroswap,0.00987439,0.0,1299.78,
nimbus-ai,nai,Nimbus AI,2.207e-05,0.0,4.07,-2.28362
ellipsis-x,epx,Ellipsis X,7.06e-06,0.0,314826.0,-2.9304
neural-ai,neuralai,Neural AI,8.387e-05,0.0,1.34,1.05474
opyn-squeeth,osqth,Opyn Squeeth,80.84,0.0,2.78,2.69659
ankr-reward-bearing-ftm,ankrftm,Ankr Staked FTM,0.35307,0.0,1.15,-3.12121
papa-on-sol,papa,PAPA on SOL,6.07e-06,0.0,2.65,
apexit-finance,apex,ApeXit Finance,0.00123659,0.0,21.93,0.00018
oracleswap,oracle,OracleSwap,8.55e-05,0.0,1.28,1.10627
noahswap,noah,NoahSwap,0.067615,0.0,0.728215,
most-bridged-weth-aleph-zero,weth,Most Bridged WETH (Aleph Zero),2515.73,0.0,480.8,4.72181
nitro-network,ncash,Nitro Network,1.15e-06,0.0,22.34,1.57959
nucleon-space,nut,Nucleon,0.308425,0.0,184.75,1.98298
anokas-network,anok,Anokas Network,1.2e-05,0.0,0.0039013,
nuance,nua,Nuance,0.01092735,0.0,2.61,-3.37841
nix,nix,NIX,0.00267097,0.0,1082.73,4.08517
apollo-caps,ace,Apollo Caps,0.00079434,0.0,5.87,
ramifi,ram,Ramifi Protocol,0.01178313,0.0,57336.0,13.31343
farmers-only,fox,FoxSwap,0.00134541,0.0,0.352826,
egg-eth,egg,EGG ETH,2.96e-06,0.0,43.81,
obema,obema,obema,2.344e-05,0.0,3.23,3.204
epay-2,epay,EPAY,1.18e-05,0.0,162271.0,
oceanland,oland,OceanLand,1.548e-05,0.0,2.0,
padre,padre,Padre,0.08598,0.0,95749.0,1.57864
fantom,ftm,Fantom,0.314755,0.0,86395.0,-0.06595
andy,andy,Andy,0.00015891,0.0,162.73,0.96642
morpho-degen,mdegen,Morpho Degen,0.00324889,0.0,0.0,1.90312
papa-doge,papadoge,Papa Doge,1.35376e-07,0.0,2.66,1.71449
epic-league,epl,Epic League,0.00059568,0.0,181.55,1.19481
exverse,exvg,Exverse,0.00416373,0.0,422243.0,-4.05633
ankr-staked-bnb,ankrbnb,Ankr Staked BNB,722.42,0.0,17038.84,1.63023
flower-2,flower,Flower,0.112676,0.0,26263.0,-1.05413
pacific,paf,Pacific,9.002e-05,0.0,56482.0,
anduschain,deb,AndUsChain,0.00184041,0.0,367.35,
oracle-meta-technologies,omt,Oracle Meta Technologies,0.01455182,0.0,53042.0,-0.88368
mother-earth,mot,Mother Earth,6.46147e-07,0.0,0.227176,
pavia,pavia,Pavia,0.00041202,0.0,76.52,
ezswap-protocol,ezswap,EZswap Protocol,0.00018312,0.0,59606.0,-10.59494
energy8,e8,Energy8,3.546e-09,0.0,169.73,2.50252
nobby-game,sox,Nobby Game,9.714e-05,0.0,3.27,
fart-coin,frtc,FART COIN,1.50064e-07,0.0,13895.09,0.10798
nihao-coin,nihao,Nihao Coin,5.3937e-11,0.0,1.84,
pawse,pawse,PAWSE,2.251e-05,0.0,4684.12,2.30412
apeswap-finance,banana,ApeSwap,2.0005e-08,0.0,0.0,0.0
evanesco-network,eva,Evanesco Network,5.546e-05,0.0,9.82,
paw-2,paw,PAW,3.3534e-11,0.0,44.03,
morkie,mork,Morkie,5.34e-06,0.0,173.89,5.18647
angryslerf,angryslerf,AngrySlerf,0.00033541,0.0,4.41,
nugget-trap,ngtg$$,Nugget Trap Gold Token,0.000857,0.0,32168.0,22.33431
energiswap-wavax-energi,eavax,Energiswap WAVAX (Energi),18.21,0.0,233.79,1.84302
nami-frame-futures,nao,Nami Frame Futures,0.0456093,0.0,818.47,-0.97557
apetos,ape,Apetos,0.00557739,0.0,1557.51,7.32373
neuy,neuy,NEUY,0.03092897,0.0,58826.0,4.02871
nitefeeder,nitefeeder,Nitefeeder,3.983e-09,0.0,4893.51,7.56406
oracle-cat,oracle,Oracle Cat,7.28e-06,0.0,10.47,
naruto,naruto,Naruto,3.30204e-07,0.0,42.93,
farmers-world-wood,fww,Farmers World Wood,4.48095e-07,0.0,11.25,2.1353
flow-bridged-usdc-flow,usdc.e,Flow Bridged USDC (Flow),1.008,0.0,5413.68,0.41689
papyrus-2,pap,PAPYRUS,0.04450678,0.0,19.76,41.33156
farther,farther,Farther,1.554e-05,0.0,2.66,
apollo-name-service,ans,Apollo Name Service,0.03315381,0.0,58334.0,2.85537
angle-usd,usda,USDA,1.005,0.0,262411.0,2.51807
energy-efficient-mortgage-tokenized-stock-defichain,deem,iShares MSCI Emerging Markets ETF Defichain,3.38,0.0,0.0348761,0.30554
fashai,fash,FashAI,5.402e-05,0.0,2788.04,6.05821
facedao,face,FaceDAO,1.32628e-10,0.0,2.64,
farlaunch,far,FarLaunch,9.04e-06,0.0,45.73,2.94037
apewifhat,apewifhat,ApeWifHat,8.85489e-10,0.0,493.76,3.83077
epicbots,epic,EPICBOTS,0.00215351,0.0,1072.43,-1.13614
equilibrium-token,eq,Equilibrium,2.761e-05,0.0,57472.0,-0.73796
moya,moya,MOYA,1.58e-05,0.0,35.31,
opulence,opulence,OPULENCE,0.00326273,0.0,2885.54,0.00184
fisco,fscc,FISCO Coin,0.138222,0.0,322.3,15.32844
epic-epic-epic-epic,💥,EPIC•EPIC•EPIC•EPIC,0.00046381,0.0,816.1,
owners-casino-online,oco,Owners Casino Online,2.24e-06,0.0,49.13,1.95105
